accident_id,date_time,location_lat,location_lon,severity,temperature,rain,visibility,Speed_Limit,traffic
A-439679,2017-05-15 02:25:44,34.060154,-118.214851,2.0,16.4,0.9,10.0,65,0
A-4913936,2023-01-27 22:00:00,30.230888,-97.733491,1.0,8.1,0.0,10.0,4,1
A-6418300,2021-02-05 01:24:00,37.508364,-122.334641,1.0,11.05,0.0,10.0,45,1
A-1291233,2020-09-10 11:41:01,40.771717,-73.875793,1.0,24.8,15.6,10.0,50,1
A-6611136,2020-12-23 13:14:00,29.972928000000003,-95.52691,1.0,18.75,2.7,10.0,45,1
A-5675718,2021-08-07 16:21:35,34.038781,-118.585562,1.0,20.85,0.0,10.0,50,0
A-3814936,2022-05-25 08:33:30,39.982536,-76.70172,1.0,17.0,0.0,10.0,45,1
A-3141898,2017-12-20 03:31:25,41.931313,-87.920303,1.0,0.5,0.0,10.0,35,1
A-7719455,2019-05-07 09:30:29,34.03568,-118.03143,1.0,17.35,0.9,10.0,40,1
A-2796825,2018-05-01 11:26:03,33.876598,-118.133148,1.0,14.25,0.3,10.0,65,0
A-1551380,2020-04-10 08:43:18,37.307949,-77.562164,1.0,11.35,0.0,10.0,40,1
A-5029624,2022-09-11 07:38:30,32.909514,-96.732513,1.0,25.15,0.0,10.0,70,0
A-2860617,2018-04-02 18:25:35,37.96162800000001,-121.241814,1.0,17.6,0.0,10.0,50,1
A-1974648,2019-07-18 11:50:31,34.976822,-82.453484,1.0,26.4,0.4,10.0,40,1
A-1039034,2021-05-19 13:36:56,25.774939,-80.141075,1.0,26.25,0.7,10.0,20,1
A-4039281,2022-06-27 11:46:15,44.160435,-94.104245,1.0,21.3,0.0,10.0,45,1
A-336686,2017-02-15 22:54:38,38.348961,-122.961342,1.0,12.65,0.4,10.0,65,0
A-3060229,2018-01-11 05:23:56,25.781242,-80.336578,1.0,21.75,3.7,10.0,55,1
A-2884927,2018-04-13 07:27:47,38.570095,-121.508598,2.0,14.4,0.0,10.0,40,0
A-4795010,2023-02-23 15:51:00,32.235388,-110.98216,1.0,10.4,0.3,10.0,40,1
A-5291639,2022-08-22 17:25:36,40.341426,-76.74811899999997,1.0,23.5,14.9,10.0,65,0
A-5205269,2022-12-10 23:24:00,33.194309999999994,-117.261225,1.0,10.25,0.0,10.0,50,0
A-5838499,2021-10-25 15:24:30,34.10498,-118.811729,1.0,13.35,16.8,10.0,50,0
A-2518937,2018-10-15 22:26:21,30.190359,-97.770462,2.0,16.8,49.8,9.0,40,0
A-416898,2017-04-20 17:40:25,38.551178,-90.424103,2.0,22.05,2.9,10.0,60,0
A-4735014,2022-01-26 07:36:00,29.99329,-90.08789,1.0,8.15,0.0,10.0,60,0
A-2253357,2019-03-01 20:12:41,34.767624,-86.491028,1.0,11.5,4.3,10.0,55,1
A-1176453,2021-01-28 17:37:00,33.509991,-82.02823599999998,1.0,9.4,0.3,10.0,45,1
A-1526417,2020-03-12 14:13:07,38.232719,-122.10865,2.0,16.05,0.0,10.0,45,0
A-5172436,2022-11-14 10:48:30,41.646054,-72.674127,1.0,3.85,0.0,10.0,65,0
A-5055642,2023-01-27 09:47:00,41.908247,-112.593374,1.0,-3.45,1.8,5.0,25,1
A-1683066,2019-12-30 07:40:53,42.969364,-78.52478,1.0,8.25,16.6,10.0,50,1
A-2440364,2018-11-07 16:53:10,30.396698,-91.177979,1.0,22.35,21.1,6.0,35,1
A-1317336,2020-09-28 19:16:47,36.125351,-86.805542,1.0,18.9,4.6,10.0,30,1
A-435574,2017-05-05 18:01:37,29.831861,-95.569969,1.0,19.05,0.0,10.0,65,0
A-4740382,2022-07-21 14:30:19,34.931258,-82.081994,1.0,28.8,1.6,10.0,50,0
A-923333,2021-08-26 04:45:49,35.84177000000001,-78.61097,1.0,28.15,0.0,8.0,25,1
A-163875,2016-09-29 18:22:11,41.267948,-95.976196,1.0,14.5,0.0,10.0,30,1
A-388000,2017-03-02 18:13:03,32.691322,-96.80117,1.0,10.4,0.0,10.0,35,1
A-821200,2021-11-12 07:25:52,40.077122,-85.583138,1.0,6.65,0.0,10.0,35,1
A-6491270,2021-01-27 18:44:00,30.6805,-88.042957,1.0,19.95,2.7,10.0,75,0
A-2189829,2019-04-26 16:24:51,35.216225,-80.83665500000002,1.0,19.65,2.7,10.0,60,1
A-2013396,2019-08-09 16:41:38,29.492041,-98.699532,1.0,32.0,0.0,10.0,50,1
A-1023391,2021-06-01 06:50:37,33.679855,-117.171013,1.0,25.05,0.0,10.0,5,1
A-7144190,2020-03-29 15:12:00,34.221703000000005,-118.410216,1.0,13.05,1.1,10.0,35,1
A-6769861,2020-12-28 03:41:00,32.864159,-96.690918,1.0,11.3,0.6,10.0,70,0
A-4357630,2022-08-19 14:08:00,41.807799,-123.383143,1.0,27.05,0.0,9.0,4,1
A-2971207,2018-03-27 11:42:35,40.182728,-76.463898,1.0,1.9,0.7,10.0,4,1
A-1974491,2019-07-18 12:47:30,25.784269,-80.288437,1.0,28.25,2.9,10.0,5,1
A-963683,2021-07-22 16:58:46,33.451275,-111.890327,1.0,34.15,0.5,10.0,65,1
A-5172984,2022-09-20 06:12:00,34.000522,-118.174856,1.0,23.1,0.0,10.0,55,0
A-1987706,2019-07-25 09:29:18,30.400946,-91.168869,1.0,25.4,0.0,10.0,40,1
A-5844953,2021-03-03 11:23:00,34.273540999999994,-118.628823,1.0,13.0,4.5,8.0,40,1
A-5997010,2021-06-21 19:52:30,35.210193,-80.757918,1.0,26.55,1.8,10.0,50,0
A-1529691,2020-03-15 06:48:06,37.701275,-122.393181,1.0,9.85,10.4,10.0,55,1
A-7404808,2019-09-02 16:57:07,43.83397,-123.02885,2.0,21.6,0.0,10.0,40,0
A-1722261,2019-12-17 19:52:13,32.885769,-96.700294,2.0,3.45,0.0,10.0,70,0
A-4794647,2022-12-17 10:57:32,40.001742,-75.275052,1.0,3.3,0.0,10.0,30,1
A-277773,2016-11-09 10:50:55,29.832718,-95.50914,1.0,20.8,0.0,10.0,40,1
A-4947919,2022-12-09 14:47:45,45.650431,-110.859472,1.0,-5.05,1.4,10.0,70,0
A-7567465,2018-06-04 06:45:54,27.9416,-82.54824,1.0,26.45,3.2,10.0,55,0
A-3792025,2022-02-10 03:03:48,41.424368619721285,-93.7804448600112,1.0,0.05,0.0,10.0,5,1
A-5605588,2021-07-23 06:08:15,44.08271670320471,-117.01575636807912,1.0,27.95,0.0,10.0,70,0
A-2091702,2019-05-09 10:44:21,42.403751,-71.03600300000002,1.0,8.6,0.0,10.0,35,1
A-3776123,2022-01-09 12:51:09,34.630406,-86.566843,1.0,11.6,34.7,7.0,50,0
A-3330362,2017-09-25 11:46:30,36.108845,-80.05619,2.0,23.3,0.0,10.0,70,0
A-6033412,2021-12-21 16:53:00,34.00490300000001,-117.930245,1.0,14.75,0.0,8.0,4,1
A-673038,2022-03-17 20:21:54,36.80962,-119.887657,1.0,15.3,0.0,10.0,40,1
A-3838662,2022-06-29 03:08:00,41.095447,-124.151934,1.0,14.3,0.0,10.0,60,0
A-6140331,2021-12-15 00:29:00,41.052103,-77.296136,1.0,3.45,0.1,10.0,35,1
A-6888172,2020-12-07 19:55:00,28.55573,-81.312721,1.0,14.9,17.3,10.0,50,0
A-7691319,2017-08-04 15:02:51,42.45282,-82.91986999999997,1.0,21.6,5.5,10.0,35,1
A-6800280,2020-10-24 18:56:00,34.288834,-119.331189,1.0,17.5,0.0,10.0,25,1
A-5086179,2022-04-09 02:42:47,38.923648595624336,-76.93057179414306,1.0,8.95,2.5,10.0,30,1
A-2265735,2019-02-05 09:20:18,35.191643,-90.011429,2.0,18.5,3.9,0.5,55,0
A-1347883,2020-10-20 05:49:26,42.874249,-78.787849,1.0,10.35,13.7,10.0,35,1
A-574940,2022-07-05 10:24:10,33.595093,-117.673492,2.0,20.5,0.0,10.0,65,0
A-4732653,2022-08-04 18:46:51,40.773945,-73.992779,1.0,27.3,0.0,10.0,50,0
A-422350,2017-04-27 07:25:46,42.107975,-70.763397,1.0,14.2,0.1,10.0,35,1
A-4613313,2022-07-18 09:45:50,34.512244,-81.86712,1.0,27.2,0.8,10.0,70,0
A-188059,2016-09-29 18:05:32,42.071995,-83.973923,1.0,16.15,43.9,3.0,40,1
A-2272189,2019-02-08 04:39:27,40.821335,-73.888329,2.0,7.5,9.4,10.0,30,0
A-4787242,2022-05-18 23:44:30,36.735275,-81.903676,1.0,19.1,0.0,10.0,60,0
A-143788,2016-07-12 18:25:23,28.450008,-81.477859,1.0,29.65,1.0,10.0,45,1
A-6451257,2021-01-23 02:11:00,34.861088,-82.253919,1.0,6.05,0.0,10.0,60,0
A-1358633,2020-10-26 07:31:44,45.453781,-122.629913,1.0,5.3,0.0,10.0,20,1
A-1377255,2020-07-04 07:31:27,38.649857,-121.068947,1.0,25.15,0.0,10.0,50,1
A-1094809,2021-04-05 11:16:06,32.751495,-96.809425,2.0,19.6,0.0,10.0,65,0
A-1932572,2019-08-26 10:18:16,35.85434,-78.69976,1.0,22.35,0.0,10.0,35,1
A-3525461,2016-12-07 19:18:49,37.53141,-121.9407,1.0,7.85,2.0,10.0,65,0
A-3985916,2022-11-13 13:45:38,39.106669,-94.575442,1.0,-1.25,0.0,10.0,50,0
A-4547878,2022-02-28 17:28:33,40.90912699679895,-74.57286715471946,1.0,-1.3,0.0,10.0,65,0
A-83353,2016-10-12 12:52:11,33.804443,-118.207527,2.0,18.35,0.0,10.0,55,0
A-5186837,2022-11-06 14:43:18,39.276257,-84.342936,1.0,16.85,0.3,10.0,25,1
A-438541,2017-05-07 16:53:18,34.234833,-118.290855,2.0,9.6,3.0,10.0,65,0
A-7318238,2019-12-17 16:39:00,37.993791,-122.039167,1.0,8.25,0.0,10.0,30,1
A-6082128,2021-11-10 07:29:09,30.446149,-91.237901,1.0,17.55,0.1,4.0,60,0
A-2051902,2019-06-14 18:21:28,34.036964000000005,-81.110214,2.0,20.7,0.0,10.0,60,0
A-114957,2016-06-14 18:43:01,34.072067,-118.07309,2.0,19.6,0.0,10.0,65,0
A-2768120,2018-06-18 13:07:25,30.358213,-97.687965,2.0,28.5,3.4,10.0,40,0
A-7172842,2020-04-13 15:26:49,42.93782,-85.58509000000002,1.0,7.25,5.3,10.0,25,1
A-3343441,2017-09-29 05:42:11,36.057819,-86.946747,1.0,20.2,0.0,10.0,40,1
A-5509011,2021-12-16 08:36:00,25.29077410685877,-80.37693142852605,1.0,25.95,0.2,10.0,40,1
A-2762741,2018-06-14 20:14:42,33.817711,-117.965019,1.0,23.55,0.0,10.0,60,1
A-6021798,2021-09-16 10:53:30,38.840285539441865,-77.44407534562377,1.0,24.35,12.7,10.0,65,0
A-2784479,2018-06-26 17:06:21,36.775623,-119.784851,1.0,29.5,0.0,10.0,45,1
A-3787016,2022-04-05 16:24:12,25.85642600000001,-80.248238,1.0,24.95,0.3,10.0,35,1
A-4665790,2022-08-24 10:56:00,43.074196,-88.058314,1.0,23.7,0.0,10.0,55,0
A-5886497,2021-12-20 03:12:59,45.37599205949128,-120.38993239345363,1.0,-2.75,18.2,0.75,70,0
A-975739,2021-07-08 08:43:32,34.338524,-118.50705,1.0,28.1,0.0,10.0,60,1
A-1111148,2021-03-22 04:05:33,32.744949,-96.813347,2.0,15.2,11.1,10.0,60,0
A-2067001,2019-06-22 15:45:45,34.853123,-111.60746,1.0,16.35,0.8,10.0,50,1
A-2966977,2018-03-23 17:55:54,34.057785,-117.40947,1.0,15.9,15.4,10.0,50,1
A-970781,2021-07-12 07:37:28,28.592171,-81.424454,1.0,26.05,3.2,10.0,45,1
A-7056439,2020-06-24 00:18:00,33.915754,-117.557528,1.0,24.55,0.0,10.0,65,1
A-7485583,2018-12-17 17:06:07,42.834451,-71.49356,1.0,2.6,11.6,10.0,4,1
A-5139714,2022-09-17 10:08:10,43.429993,-121.715027,1.0,10.0,0.6,10.0,100,0
A-4233572,2022-05-11 08:14:00,34.05469,-118.22655,1.0,15.4,0.0,10.0,45,1
A-1724333,2019-12-18 11:38:23,33.089958,-80.080276,1.0,12.65,0.1,5.0,40,1
A-4480151,2022-12-09 18:37:00,34.064277000000004,-118.009834,1.0,10.25,0.0,10.0,65,0
A-4367542,2022-12-05 13:21:16,45.60168,-121.146067,1.0,-1.0,2.2,10.0,65,0
A-7430344,2019-03-20 06:47:35,39.09794,-94.59254,2.0,8.5,2.2,8.0,50,0
A-204252,2016-11-08 02:24:04,42.39365,-73.824783,2.0,8.85,0.0,10.0,45,0
A-2164003,2019-04-12 07:59:28,28.792641,-81.363289,1.0,25.4,0.2,10.0,50,1
A-6022144,2021-10-08 16:05:00,28.474282,-81.419596,1.0,25.5,12.8,10.0,45,1
A-7629235,2018-01-08 15:57:59,38.90498,-77.01589,2.0,-2.55,1.3,10.0,55,0
A-2026466,2019-08-16 05:28:11,40.47794,-74.406509,2.0,23.9,0.5,10.0,65,0
A-761487,2021-12-29 04:47:36,40.846825,-122.335907,2.0,2.45,10.3,5.0,65,0
A-6122443,2021-10-24 01:04:00,32.816708,-96.867655,1.0,25.2,0.3,10.0,40,1
A-4009781,2022-06-29 21:20:00,40.359222,-120.564498,1.0,23.15,0.0,10.0,4,1
A-5097247,2022-03-21 08:57:00,41.899294,-72.638724,1.0,8.75,0.0,10.0,65,0
A-4461303,2022-09-25 03:58:30,40.808094,-73.934478,1.0,17.15,0.1,10.0,35,1
A-3992464,2022-08-29 15:28:05,40.87525,-73.871186,1.0,25.3,0.3,10.0,45,1
A-5853339,2021-12-01 06:53:30,33.96955,-118.28061,1.0,17.25,0.0,0.5,35,1
A-3793592,2022-04-11 22:40:00,35.678865,-120.605535,1.0,15.55,0.5,10.0,60,0
A-4513190,2022-08-02 08:30:30,36.921506,-119.793956,1.0,32.05,0.0,10.0,65,0
A-2661215,2018-08-22 17:00:43,37.995388,-84.495491,1.0,20.9,1.5,10.0,35,1
A-3756266,2022-10-10 05:58:36,40.037558,-76.445867,1.0,12.95,0.0,8.0,30,1
A-5897134,2021-06-25 22:26:08,34.086119000000004,-81.16409300000002,1.0,22.7,0.0,10.0,35,1
A-902744,2021-09-13 01:03:38,41.621136,-87.688873,2.0,25.45,0.0,7.0,55,0
A-7443225,2019-02-08 16:22:59,45.724847,-122.87563,1.0,0.75,0.0,10.0,35,1
A-2041349,2019-06-09 11:19:49,36.808636,-76.35627,2.0,24.0,8.3,10.0,5,0
A-3089203,2018-01-26 14:23:18,29.461332,-98.522873,1.0,15.45,0.9,3.0,45,1
A-4794672,2023-01-13 18:29:00,28.751124,-81.290317,1.0,16.2,25.6,10.0,5,1
A-7417102,2019-09-12 15:49:00,35.655519,-120.399759,1.0,25.1,0.0,10.0,55,1
A-7658081,2017-11-09 17:32:25,33.88469,-117.52153,1.0,18.5,0.3,10.0,65,0
A-2660426,2018-08-21 08:56:44,37.70225900000001,-121.744728,2.0,18.15,0.0,8.0,65,0
A-3696002,2023-03-26 03:15:00,33.768437,-83.851644,1.0,18.6,18.9,10.0,45,1
A-2508340,2018-10-09 06:30:53,36.14304,-86.684349,2.0,24.9,0.2,10.0,65,0
A-3738763,2022-05-13 22:41:00,35.302065,-80.762626,1.0,21.0,3.0,10.0,55,0
A-6033717,2021-12-11 10:18:57,35.963829,-78.55415500000002,1.0,16.05,0.1,1.0,4,1
A-2728794,2018-07-27 17:24:27,29.77652,-95.311546,1.0,29.15,0.0,9.0,45,1
A-4602532,2022-05-23 11:48:30,28.419187,-81.404635,1.0,27.1,17.2,10.0,35,1
A-881705,2021-09-27 17:30:15,33.946926,-118.368271,2.0,17.9,0.1,10.0,5,0
A-3025018,2018-02-21 16:42:56,34.092979,-80.924667,1.0,21.1,0.7,10.0,35,1
A-5094813,2022-01-14 14:12:00,32.65837311729118,-84.97687697370063,1.0,8.7,0.0,10.0,55,0
A-4584776,2022-05-21 08:46:00,38.663422,-121.871102,1.0,24.65,0.0,10.0,35,1
A-1915348,2019-09-16 08:59:09,29.755856,-95.644562,1.0,28.85,2.0,10.0,60,1
A-4064744,2022-03-08 15:42:00,33.975133,-117.549037,1.0,12.3,0.0,10.0,60,0
A-7257426,2020-02-10 09:11:00,37.847983,-122.027629,1.0,14.0,0.0,10.0,65,1
A-178653,2016-07-27 17:37:39,41.883545,-87.940002,1.0,25.1,0.0,10.0,35,1
A-2480376,2018-11-26 06:36:38,36.139843,-86.727287,1.0,8.1,2.6,10.0,70,1
A-6084243,2021-11-15 17:14:20,28.086577,-82.459556,1.0,15.7,0.0,10.0,40,1
A-5903768,2021-09-21 08:59:30,25.687326,-80.400991,1.0,26.65,13.9,10.0,50,0
A-5332407,2022-03-07 07:55:48,42.04286456088045,-91.68055415109784,1.0,-1.75,9.0,1.0,60,0
A-5452739,2022-12-09 12:14:00,28.61251,-81.499546,1.0,21.05,0.0,10.0,45,1
A-6042197,2021-10-13 19:06:30,44.951964,-93.281337,1.0,15.45,5.0,10.0,35,1
A-1931517,2019-08-23 17:44:07,34.065517,-117.544785,2.0,23.85,0.0,10.0,65,0
A-5386888,2022-07-16 01:54:00,29.686545,-95.278556,1.0,28.8,4.7,10.0,60,0
A-508587,2017-07-12 15:49:56,29.768206,-95.352081,1.0,27.75,5.0,10.0,35,1
A-228001,2016-05-19 06:49:02,39.917511,-82.915909,1.0,13.9,0.0,10.0,45,1
A-1906874,2019-09-11 12:29:04,33.411590999999994,-112.047089,1.0,30.2,0.0,10.0,40,1
A-5644582,2021-05-23 19:33:26,46.86330914475029,-102.0604240889451,1.0,13.25,2.9,4.0,55,0
A-3750822,2022-05-30 05:07:00,28.888238,-81.778308,1.0,26.6,1.5,10.0,65,0
A-7748998,2019-08-28 16:05:00,40.464476,-122.322079,1.0,32.0,0.0,10.0,65,1
A-820343,2021-11-14 11:11:29,33.964317,-118.12001,1.0,23.9,0.0,10.0,40,1
A-1194170,2021-01-14 01:05:21,41.622929,-87.579071,2.0,2.3,1.0,10.0,55,0
A-3733423,2022-10-12 10:08:00,37.288344,-120.454675,1.0,24.1,0.0,10.0,65,0
A-5643318,2021-09-08 07:34:00,39.479481,-123.362817,1.0,23.2,0.0,10.0,40,1
A-4114974,2022-09-09 06:06:30,33.974872999999995,-118.383335,1.0,32.15,0.1,10.0,65,0
A-420137,2017-04-05 17:53:26,41.424942,-73.62655600000002,2.0,10.15,1.4,10.0,55,0
A-2863658,2018-04-04 07:56:08,40.607697,-74.08943199999999,1.0,11.8,1.2,0.2,35,1
A-4472439,2022-02-02 13:42:30,38.553674,-121.374375,1.0,9.65,0.0,10.0,40,1
A-5676237,2021-10-12 15:26:07,41.068146,-73.49551,1.0,17.2,0.0,10.0,55,0
A-4988865,2022-12-18 17:39:04,35.871912,-78.706699,1.0,3.75,0.0,10.0,25,1
A-1167166,2021-02-04 06:32:02,33.589141999999995,-79.007919,1.0,3.55,0.0,10.0,4,1
A-704051,2022-02-18 06:27:30,38.941315,-94.797531,1.0,-7.95,0.0,10.0,40,1
A-2351904,2019-01-22 07:06:53,43.074139,-87.920525,1.0,-6.1,2.4,10.0,35,1
A-4515303,2022-08-14 17:34:45,40.78125,-73.654536,1.0,21.9,0.0,10.0,55,0
A-4762171,2022-02-03 00:45:00,35.010541677308034,-105.7061684126582,1.0,-16.45,4.0,4.0,4,1
A-6691311,2020-12-23 14:09:30,40.068889,-76.316288,1.0,0.65,0.0,10.0,40,1
A-2809568,2018-05-08 14:21:53,35.766506,-78.73536700000002,2.0,19.45,0.0,10.0,65,0
A-4314611,2022-02-14 13:06:00,32.779178,-96.782117,1.0,11.95,0.0,10.0,60,0
A-1211331,2020-12-29 08:55:53,41.604969,-81.49221,2.0,-2.0,0.0,10.0,30,0
A-7435242,2019-03-30 09:24:46,39.56404000000001,-104.91009,2.0,-0.8,12.5,10.0,35,0
A-709523,2022-02-15 09:48:58,34.023319,-118.171051,1.0,16.65,1.3,10.0,35,1
A-5222716,2022-09-14 14:34:57,42.966391,-85.672191,1.0,19.3,0.0,10.0,35,1
A-3854982,2022-07-27 15:53:00,38.873049,-77.290379,1.0,25.55,4.5,10.0,55,0
A-1000074,2021-06-17 20:19:46,41.578121,-87.558441,2.0,22.5,0.0,10.0,55,0
A-4998736,2022-09-23 14:17:00,30.481996,-84.23684899999998,1.0,28.0,0.0,10.0,35,1
A-3386523,2017-08-18 19:35:18,34.464905,-80.097328,1.0,31.65,0.5,10.0,40,1
A-2555038,2018-10-30 21:10:36,45.566902,-122.554016,1.0,10.4,6.7,10.0,35,1
A-7584027,2018-05-17 15:45:36,42.59822,-114.45448,1.0,17.05,0.0,10.0,80,0
A-59049,2016-12-25 22:32:51,34.195221000000004,-118.332306,2.0,5.7,0.0,10.0,65,0
A-4333859,2022-02-02 16:11:49,29.734487,-95.571663,1.0,17.05,1.8,8.0,60,0
A-5871489,2021-08-24 09:24:17,45.709207,-121.528071,1.0,19.45,0.0,10.0,4,1
A-6944209,2020-10-13 04:25:00,32.456741,-93.827019,1.0,17.9,0.0,10.0,40,1
A-5481957,2021-11-28 18:05:00,37.2383,-109.235339,1.0,4.35,0.0,10.0,5,1
A-197555,2016-12-22 17:47:08,41.697548,-71.475235,2.0,2.1,0.4,10.0,50,0
A-7124694,2020-03-20 16:40:28,42.24416,-71.59201999999998,1.0,10.35,3.6,10.0,65,0
A-5014814,2022-05-04 07:57:28,38.88251423817213,-77.01558709107869,1.0,19.85,4.2,10.0,45,1
A-4419073,2022-06-22 14:48:00,32.925738,-96.83224,1.0,30.85,0.0,13.0,70,0
A-4420774,2022-02-25 16:41:38,36.350702047174686,-86.93482518154651,1.0,3.3,4.0,10.0,65,0
A-2278045,2019-02-11 13:34:51,29.84716,-95.411087,1.0,20.0,3.7,9.0,40,1
A-7729897,2019-05-30 09:13:03,41.77461,-72.57781,1.0,15.3,9.3,10.0,65,0
A-5205838,2022-03-24 06:08:30,28.215523,-82.738135,1.0,21.6,45.2,10.0,45,1
A-309653,2016-11-14 07:30:49,47.2411,-122.38562,2.0,11.7,16.6,10.0,60,0
A-5087193,2022-09-27 18:03:18,34.520881,-117.319504,1.0,27.5,0.0,10.0,65,0
A-3425658,2016-12-08 07:01:05,32.771489,-96.800556,1.0,6.5,0.0,10.0,35,1
A-6638398,2020-11-06 13:49:00,29.735777,-95.625217,1.0,19.15,0.0,10.0,50,0
A-4984965,2022-07-30 20:40:31,45.37217259,-122.71242499,1.0,29.3,0.0,10.0,4,1
A-2459396,2018-11-15 14:37:23,33.112244,-84.00273100000003,2.0,6.95,26.5,10.0,25,0
A-7677896,2017-09-01 20:14:21,35.09996,-85.22861,2.0,21.7,12.8,10.0,25,0
A-739301,2022-01-21 05:46:55,40.157341,-75.40416,1.0,-7.25,0.0,10.0,30,1
A-363146,2017-03-23 16:40:25,32.548279,-83.597031,1.0,17.35,0.0,9.0,65,0
A-7625111,2018-02-26 14:16:43,47.66598,-116.75065,1.0,-3.4,0.5,10.0,70,0
A-3852270,2023-01-05 17:40:14,28.449999,-81.469286,1.0,21.15,1.3,10.0,55,0
A-1558528,2020-04-17 08:07:04,32.441897999999995,-93.756317,1.0,17.25,1.9,10.0,45,1
A-4397079,2023-02-09 15:02:11,30.28541207,-97.66370416,1.0,13.45,0.0,10.0,40,1
A-1997478,2019-07-31 16:47:31,30.512981,-91.158997,2.0,26.55,2.5,10.0,60,0
A-3391844,2017-08-21 18:35:04,33.714024,-117.78746,2.0,21.8,0.0,10.0,65,0
A-7759481,2019-07-16 07:59:13,39.05592,-94.49377,2.0,26.1,0.0,10.0,25,0
A-7123128,2020-03-19 18:14:00,43.63769,-95.90718,1.0,3.65,13.2,0.5,70,1
A-7101319,2020-06-19 11:14:30,33.88048,-117.57078,1.0,20.6,0.0,10.0,35,1
A-7718026,2019-05-04 18:05:47,45.52272,-122.66545,1.0,14.15,0.0,10.0,5,1
A-1971195,2019-07-16 17:00:03,37.670998,-122.46636200000002,2.0,15.5,0.0,10.0,60,0
A-4350840,2022-05-22 14:06:00,37.609282,-120.748235,1.0,23.35,0.0,10.0,45,1
A-173064,2016-09-20 07:46:47,42.308716,-87.876938,1.0,21.5,1.0,10.0,40,1
A-2672911,2018-08-28 14:02:33,33.753635,-84.495628,1.0,25.1,2.4,10.0,50,1
A-3142828,2017-12-19 22:26:37,37.785542,-122.39138,2.0,10.5,0.0,10.0,50,0
A-6785246,2020-12-07 03:28:30,40.816393,-73.89416700000002,1.0,1.15,0.0,10.0,50,0
A-2075758,2019-06-27 10:53:33,30.43166,-91.080704,1.0,28.65,0.4,10.0,55,1
A-1602250,2020-01-20 16:32:19,29.72647700000001,-95.460411,2.0,9.7,0.0,10.0,60,0
A-3188795,2017-11-16 16:48:21,35.092087,-80.933495,2.0,10.8,0.0,10.0,55,0
A-2060676,2019-06-19 11:54:40,29.426643,-98.599594,1.0,31.65,0.0,10.0,50,1
A-5703821,2021-08-31 18:10:00,33.678779,-117.757207,1.0,20.7,0.0,10.0,55,0
A-1748127,2019-10-11 09:52:41,28.321484,-82.50277700000002,1.0,25.1,0.2,10.0,50,1
A-6641741,2020-12-03 22:06:49,38.916953,-76.961063,1.0,4.45,0.0,10.0,25,1
A-4246296,2023-01-18 05:46:30,33.794784,-118.104882,1.0,9.65,0.0,10.0,65,0
A-6060388,2021-08-05 07:17:00,28.454858064515804,-81.47451281508694,1.0,26.05,6.9,10.0,35,1
A-7668441,2017-10-06 18:07:10,42.276913,-88.15457099999998,2.0,17.8,3.7,9.0,55,0
A-3982990,2022-03-11 14:26:00,32.84133,-117.101766,1.0,14.5,0.0,10.0,65,0
A-371847,2017-02-24 10:43:28,41.195,-73.686195,2.0,14.5,0.1,10.0,50,0
A-5872962,2021-04-10 01:45:13,45.147103070997495,-122.88494467676692,1.0,8.35,2.3,10.0,5,0
A-4139292,2023-01-01 18:20:00,36.005297,-79.85119399999998,1.0,11.65,0.1,10.0,60,0
A-3646727,2017-07-27 13:52:31,30.38737,-81.55824,1.0,27.35,24.9,10.0,65,0
A-5429500,2022-01-04 12:10:00,39.58441,-77.008821,1.0,-2.3,0.0,10.0,40,1
A-2102174,2019-05-13 21:54:32,34.129421,-118.347511,1.0,19.0,0.2,9.0,50,1
A-1998122,2019-07-31 01:25:12,33.803108,-117.963715,1.0,21.45,0.0,7.0,50,1
A-2458918,2018-11-15 20:55:32,35.731354,-78.657852,1.0,6.95,19.5,2.0,45,1
A-2815750,2018-05-10 10:20:24,33.03754,-96.704025,1.0,23.55,0.0,10.0,40,1
A-95246,2016-09-05 05:55:31,33.901878,-118.286331,2.0,21.35,0.0,10.0,45,0
A-1614614,2020-01-27 17:17:12,29.89802,-95.425697,1.0,13.25,0.0,10.0,45,1
A-887868,2021-09-23 09:34:56,29.736259000000004,-95.418701,1.0,19.95,0.0,10.0,60,1
A-1191431,2021-01-16 09:14:30,37.726971,-121.724182,1.0,15.5,0.0,10.0,40,1
A-3266037,2017-10-24 07:19:13,32.846493,-117.20652,1.0,29.8,0.0,10.0,45,1
A-7266505,2020-02-17 06:03:00,40.52127,-111.89098,1.0,1.95,3.0,10.0,70,1
A-5916881,2021-04-25 20:24:09,25.468433,-80.499367,1.0,27.5,0.4,10.0,40,1
A-3451434,2016-12-16 19:25:01,41.706219,-87.587456,2.0,-10.2,1.1,4.0,50,0
A-5626648,2021-05-13 06:29:00,28.487852,-81.437888,1.0,24.1,0.5,10.0,25,0
A-6226738,2021-07-12 16:11:12,28.450913,-81.36693100000002,1.0,26.4,7.0,10.0,4,1
A-5409010,2022-10-07 11:43:34,40.844595,-73.871576,1.0,17.65,0.0,10.0,45,1
A-2630117,2018-08-07 17:34:25,41.86385,-72.360809,2.0,26.45,0.8,10.0,30,0
A-1508853,2020-06-17 04:13:10,33.885052,-79.490997,1.0,20.0,0.8,5.0,40,1
A-1434332,2020-08-23 18:09:05,35.6786,-80.413673,2.0,24.95,0.0,2.0,65,0
